timestamp,rx_bytes,tx_bytes,rx_packets,tx_packets,rx_dropped,tx_dropped
1771171341,737201882286,1680553262844,9482713456,17023670380,0,6
1771171371,737238725550,1680610892938,9482750210,17023725777,0,6
1771171401,737275547717,1680669668144,9482787277,17023782608,0,6
1771171431,737311566323,1680727764764,9482823172,17023838009,0,6
1771171461,737348695141,1680785985698,9482860651,17023894750,0,6
1771171491,737385132416,1680843533854,9482897173,17023950186,0,6
1771171522,737421703337,1680901862320,9482933673,17024006198,0,6
1771171552,737458282959,1680959170583,9482970261,17024061513,0,6
1771171582,737494759755,1681015821539,9483006758,17024116325,0,6
1771171612,737531064245,1681074021928,9483042915,17024171909,0,6
1771171642,737567774125,1681133216720,9483079750,17024229026,0,6
1771171672,737604303038,1681191986493,9483116594,17024285750,0,6
1771171702,737641039539,1681251019399,9483153632,17024342852,0,6
1771171732,737677298546,1681309037000,9483189750,17024398320,0,6
1771171762,737714159789,1681366381456,9483226768,17024453881,0,6
1771171792,737751103386,1681423124131,9483263717,17024508667,0,6
1771171822,737788418123,1681481276138,9483301291,17024565463,0,6
1771171852,737825023102,1681539761462,9483338222,17024622083,0,6
1771171882,737861365705,1681597874955,9483374599,17024677828,0,6
1771171912,737898039875,1681655230431,9483411412,17024733442,0,6
1771171942,737934640676,1681712995009,9483448041,17024789070,0,6
1771171972,737971413660,1681771122571,9483485628,17024845806,0,6
1771172002,738007960813,1681828285702,9483522392,17024901042,0,6
1771172032,738044800590,1681885772398,9483558997,17024956486,0,6
1771172062,738081635785,1681943317270,9483595822,17025011924,0,6
1771172092,738118578390,1681999936387,9483632826,17025066908,0,6
1771172122,738155224716,1682057964099,9483669625,17025122876,0,6
1771172152,738191847480,1682115915836,9483706159,17025178403,0,6
1771172182,738228509376,1682174517712,9483742803,17025234567,0,6
1771172212,738265305873,1682233039015,9483779512,17025290791,0,6
1771172242,738301894155,1682291150243,9483816208,17025346821,0,6
1771172272,738338783655,1682349284514,9483853251,17025403013,0,6
1771172302,738375427263,1682408036116,9483890054,17025459717,0,6
1771172332,738411587622,1682466855009,9483926353,17025516094,0,6
1771172362,738448398722,1682523057234,9483963067,17025570376,0,6
1771172392,738485269969,1682580120284,9484000041,17025625559,0,6
1771172422,738521736151,1682637592178,9484036494,17025680824,0,6
1771172452,738540925823,1682674475768,9484055680,17025715240,0,6
1771172482,738541405938,1682770920917,9484062113,17025780192,0,6
1771172512,738541792809,1682786457544,9484066936,17025791580,0,6
1771172542,738542169830,1682801104552,9484071631,17025802317,0,6
1771172572,738542400336,1682823226517,9484073935,17025817597,0,6
1771172603,738563426263,1682834482306,9484391321,17025987762,0,6
1771172633,738609901924,1682854312450,9485094417,17026288140,0,6
1771172663,738656482549,1682874125430,9485799086,17026588389,0,6
1771172693,738703135739,1682893939131,9486504616,17026888387,0,6
1771172723,738749976435,1682913753834,9487213137,17027188650,0,6
1771172753,738796735853,1682933558802,9487920345,17027488646,0,6
1771172783,738843423960,1682953372164,9488626490,17027788769,0,6
1771172813,738890064937,1682973185526,9489332034,17028088892,0,6
1771172843,738936832510,1682993007330,9490039420,17028389144,0,6
1771172873,738983653002,1683012837447,9490747590,17028689459,0,6
1771172903,739030553630,1683032659596,9491456887,17028989713,0,6
1771172933,739077304818,1683052481292,9492164143,17029289963,0,6
1771172963,739112347161,1683068490719,9492693809,17029538084,0,6
1771172993,740027039923,1683597899152,9496997434,17037014422,0,6
1771173023,740903427422,1684045419947,9503281867,17042068040,0,6
1771173053,741621591205,1684551952803,9509024981,17046669333,0,6
1771173083,742048005130,1684989855977,9514618485,17050868140,0,6
1771173113,742522539302,1685432284295,9519792535,17054890707,0,6
1771173143,742548684188,1685518399201,9520223668,17055638039,0,6
1771173173,742550129432,1685519885953,9520246867,17055651548,0,6
1771173203,742550321228,1685519897164,9520249381,17055651640,0,6
1771173233,742550430319,1685519908495,9520250764,17055651731,0,6
1771173263,742550473702,1685519919604,9520251048,17055651822,0,6
1771173293,742551080636,1685694425931,9520259482,17055769497,0,6
1771173323,742551922168,1685872535570,9520271072,17055889430,0,6
1771173353,742552338123,1685888233770,9520276390,17055900686,0,6
1771173383,742553143729,1686087893847,9520287269,17056035236,0,6
1771173413,742554205979,1686271822464,9520301796,17056160133,0,6
1771173443,742555023705,1686302753227,9520312632,17056182820,0,6
1771173473,742555903526,1686392241551,9520324328,17056244480,0,6
1771173503,742556814789,1686514206797,9520336536,17056327546,0,6
1771173533,742557734234,1686644862902,9520348779,17056416636,0,6
1771173563,742558619241,1686775913943,9520360450,17056505943,0,6
1771173594,742559558299,1686943267712,9520373194,17056619119,0,6
1771173624,742560713991,1687253639605,9520389370,17056827919,0,6
1771173654,742561457436,1687301119665,9520399122,17056861274,0,6
1771173684,742562192257,1687332090548,9520408746,17056883655,0,6
1771173714,742563394577,1687599222868,9520425511,17057064026,0,6
1771173744,742564698584,1687877815591,9520443760,17057252180,0,6
1771173774,742565750042,1688086660646,9520458059,17057393311,0,6
1771173804,742566824023,1688351136626,9520472882,17057571558,0,6
1771173834,742567026244,1688358185499,9520475066,17057576744,0,6
1771173864,742579502155,1688377052868,9520663299,17057862791,0,6
1771173894,742594486071,1688396874635,9520889435,17058162787,0,6
