13335,15967,16509,396982,40509,54113
107.0,0.0,153.0,0.0,72.0,0.0
2691.0,104.0,398.0,4076.0,217.0,819.0
1192.0,143.0,368.0,3895.0,117.0,811.0
2565.0,0.0,172.0,866.0,30.0,819.0
176.0,1.0,254.0,178.0,109.0,0.0
2701.0,0.0,386.0,3923.0,218.0,3.0
