prefix,fingerprint,ASN,nr_pops,locations,airport
156.154.126.0/24,dns,12008,23,"Row(city='New York', code_country=None, id='LGA', latitude=None, longitude=None)",LGA
156.154.126.0/24,dns,12008,23,"Row(city='London', code_country=None, id='LHR', latitude=None, longitude=None)",LHR
156.154.126.0/24,dns,12008,23,"Row(city='Chicago', code_country=None, id='ORD', latitude=None, longitude=None)",ORD
156.154.126.0/24,dns,12008,23,"Row(city='São Paulo', code_country=None, id='SAO', latitude=None, longitude=None)",SAO
156.154.126.0/24,dns,12008,23,"Row(city='Baltimore', code_country=None, id='BWI', latitude=None, longitude=None)",BWI
156.154.126.0/24,dns,12008,23,"Row(city='Denver', code_country=None, id='DEN', latitude=None, longitude=None)",DEN
156.154.126.0/24,dns,12008,23,"Row(city='Taipei', code_country=None, id='TAI', latitude=None, longitude=None)",TAI
156.154.126.0/24,dns,12008,23,"Row(city='Madrid', code_country=None, id='MAD', latitude=None, longitude=None)",MAD
156.154.126.0/24,dns,12008,23,"Row(city='Bogota', code_country=None, id='BOG', latitude=None, longitude=None)",BOG
210.130.188.0/24,ntp,2497,5,"Row(city='San Jose', code_country=None, id='SJC', latitude=None, longitude=None)",SJC
210.130.188.0/24,ntp,2497,5,"Row(city='Osaka', code_country=None, id='ITM', latitude=None, longitude=None)",ITM
210.130.188.0/24,ntp,2497,5,"Row(city='Tokyo', code_country=None, id='NRT', latitude=None, longitude=None)",NRT
210.130.188.0/24,ntp,2497,5,"Row(city='Nagoya', code_country=None, id='NKM', latitude=None, longitude=None)",NKM
210.130.188.0/24,ntp,2497,5,"Row(city='London', code_country=None, id='LHR', latitude=None, longitude=None)",LHR
84.203.254.0/24,dns,31122,2,"Row(city='Dublin', code_country=None, id='DUB', latitude=None, longitude=None)",DUB
84.203.254.0/24,dns,31122,2,"Row(city='London', code_country=None, id='LHR', latitude=None, longitude=None)",LHR
