timestamp,rx_bytes,tx_bytes,rx_packets,tx_packets,rx_dropped,tx_dropped
1771081464,647218574487,1476891506827,8065282041,15373364229,0,6
1771081494,647262067671,1476969073627,8065941611,15374539769,0,6
1771081524,647315531929,1477051509040,8066752072,15375788402,0,6
1771081554,647369126681,1477133661614,8067564490,15377032624,0,6
1771081584,647535392353,1477398749030,8070326419,15380264392,0,6
1771081614,647831631633,1477846113791,8075261498,15383807506,0,6
1771081644,648031745246,1478125941451,8078595030,15386275000,0,6
1771081674,648033939748,1478139949807,8078631140,15386386061,0,6
1771081704,648034035196,1478139993186,8078632324,15386386632,0,6
1771081734,648034066375,1478140004910,8078632388,15386386727,0,6
1771081764,648034095954,1478140017288,8078632445,15386386823,0,6
1771081794,648034123330,1478140027485,8078632495,15386386908,0,6
1771081824,648034153456,1478140039827,8078632548,15386387004,0,6
1771081854,648034185835,1478140051653,8078632632,15386387100,0,6
