network_address,prefixlen,bgp_prefix,asn,responsive_addresses,port,date,location
74.125.34.0,24,74.125.0.0/16,15169,256,80,20260204,nl-ens
74.125.67.0,24,74.125.0.0/16,15169,256,80,20260204,nl-ens
74.125.254.0,24,74.211.0.0/18,4181,256,80,20260204,nl-ens
74.221.134.0,24,75.2.0.0/20,16509,256,80,20260204,nl-ens
75.2.0.0,24,75.2.0.0/20,16509,235,80,20260204,nl-ens
75.2.2.0,24,75.2.0.0/20,16509,233,80,20260204,nl-ens
75.2.5.0,24,75.2.0.0/20,16509,232,80,20260204,nl-ens
75.2.6.0,24,75.2.0.0/20,16509,236,80,20260204,nl-ens
75.2.8.0,24,75.2.0.0/20,16509,239,80,20260204,nl-ens
75.2.9.0,24,75.2.0.0/20,16509,231,80,20260204,nl-ens
75.2.12.0,24,75.2.0.0/20,16509,232,80,20260204,nl-ens
75.2.14.0,24,75.2.0.0/20,16509,231,80,20260204,nl-ens
75.2.15.0,24,75.2.16.0/20,16509,232,80,20260204,nl-ens
75.2.16.0,24,75.2.16.0/20,16509,233,80,20260204,nl-ens
75.2.17.0,24,75.2.16.0/20,16509,234,80,20260204,nl-ens
75.2.18.0,24,75.2.16.0/20,16509,234,80,20260204,nl-ens
75.2.19.0,24,75.2.16.0/20,16509,236,80,20260204,nl-ens
75.2.21.0,24,75.2.16.0/20,16509,235,80,20260204,nl-ens
75.2.23.0,24,75.2.16.0/20,16509,231,80,20260204,nl-ens
75.2.24.0,24,75.2.16.0/20,16509,232,80,20260204,nl-ens
75.2.25.0,24,75.2.16.0/20,16509,235,80,20260204,nl-ens
75.2.27.0,24,75.2.16.0/20,16509,238,80,20260204,nl-ens
75.2.29.0,24,75.2.16.0/20,16509,232,80,20260204,nl-ens
75.2.34.0,24,75.2.32.0/20,16509,238,80,20260204,nl-ens
75.2.35.0,24,75.2.32.0/20,16509,231,80,20260204,nl-ens
75.2.38.0,24,75.2.32.0/20,16509,231,80,20260204,nl-ens
75.2.41.0,24,75.2.32.0/20,16509,236,80,20260204,nl-ens
75.2.42.0,24,75.2.32.0/20,16509,233,80,20260204,nl-ens
75.2.44.0,24,75.2.32.0/20,16509,240,80,20260204,nl-ens
75.2.46.0,24,75.2.32.0/20,16509,231,80,20260204,nl-ens
75.2.49.0,24,75.2.48.0/20,16509,231,80,20260204,nl-ens
75.2.50.0,24,75.2.48.0/20,16509,235,80,20260204,nl-ens
75.2.52.0,24,75.2.48.0/20,16509,231,80,20260204,nl-ens
75.2.53.0,24,75.2.48.0/20,16509,233,80,20260204,nl-ens
75.2.54.0,24,75.2.48.0/20,16509,236,80,20260204,nl-ens
75.2.59.0,24,75.2.60.0/24,16509,236,80,20260204,nl-ens
75.2.61.0,24,75.2.48.0/20,16509,238,80,20260204,nl-ens
75.2.62.0,24,75.2.48.0/20,16509,236,80,20260204,nl-ens
75.2.63.0,24,75.2.64.0/20,16509,232,80,20260204,nl-ens
75.2.67.0,24,75.2.64.0/20,16509,236,80,20260204,nl-ens
75.2.68.0,24,75.2.64.0/20,16509,235,80,20260204,nl-ens
75.2.70.0,24,75.2.64.0/20,16509,234,80,20260204,nl-ens
75.2.73.0,24,75.2.64.0/20,16509,232,80,20260204,nl-ens
75.2.74.0,24,75.2.64.0/20,16509,231,80,20260204,nl-ens
75.2.77.0,24,75.2.64.0/20,16509,231,80,20260204,nl-ens
75.2.80.0,24,75.2.80.0/20,16509,238,80,20260204,nl-ens
75.2.85.0,24,75.2.80.0/20,16509,237,80,20260204,nl-ens
75.2.87.0,24,75.2.80.0/20,16509,232,80,20260204,nl-ens
75.2.90.0,24,75.2.80.0/20,16509,234,80,20260204,nl-ens
75.2.91.0,24,75.2.80.0/20,16509,236,80,20260204,nl-ens
75.2.93.0,24,75.2.80.0/20,16509,232,80,20260204,nl-ens
75.2.94.0,24,75.2.80.0/20,16509,238,80,20260204,nl-ens
75.2.101.0,24,75.2.96.0/20,16509,233,80,20260204,nl-ens
75.2.102.0,24,75.2.96.0/20,16509,239,80,20260204,nl-ens
75.2.106.0,24,75.2.96.0/20,16509,232,80,20260204,nl-ens
75.2.107.0,24,75.2.96.0/20,16509,233,80,20260204,nl-ens
75.2.108.0,24,75.2.96.0/20,16509,232,80,20260204,nl-ens
75.2.111.0,24,75.2.112.0/20,16509,231,80,20260204,nl-ens
75.2.116.0,24,75.2.112.0/20,16509,231,80,20260204,nl-ens
75.2.117.0,24,75.2.112.0/20,16509,239,80,20260204,nl-ens
75.2.119.0,24,75.2.112.0/20,16509,234,80,20260204,nl-ens
75.2.120.0,24,75.2.112.0/20,16509,232,80,20260204,nl-ens
75.2.123.0,24,75.2.112.0/20,16509,232,80,20260204,nl-ens
75.2.127.0,24,76.12.0.0/16,20021,232,80,20260204,nl-ens
76.76.0.0,24,76.76.1.0/24,205157,256,80,20260204,nl-ens
76.76.1.0,24,76.76.2.0/24,398962,256,80,20260204,nl-ens
76.223.0.0,24,76.223.0.0/20,16509,231,80,20260204,nl-ens
76.223.5.0,24,76.223.0.0/20,16509,244,80,20260204,nl-ens
76.223.6.0,24,76.223.0.0/20,16509,236,80,20260204,nl-ens
76.223.8.0,24,76.223.0.0/20,16509,233,80,20260204,nl-ens
76.223.9.0,24,76.223.0.0/20,16509,232,80,20260204,nl-ens
76.223.10.0,24,76.223.0.0/20,16509,232,80,20260204,nl-ens
76.223.11.0,24,76.223.0.0/20,16509,240,80,20260204,nl-ens
76.223.14.0,24,76.223.0.0/20,16509,234,80,20260204,nl-ens
76.223.15.0,24,76.223.16.0/20,16509,232,80,20260204,nl-ens
76.223.16.0,24,76.223.16.0/20,16509,241,80,20260204,nl-ens
76.223.17.0,24,76.223.16.0/20,16509,239,80,20260204,nl-ens
76.223.20.0,24,76.223.16.0/20,16509,233,80,20260204,nl-ens
76.223.21.0,24,76.223.16.0/20,16509,231,80,20260204,nl-ens
76.223.25.0,24,76.223.16.0/20,16509,231,80,20260204,nl-ens
76.223.26.0,24,76.223.16.0/20,16509,234,80,20260204,nl-ens
76.223.27.0,24,76.223.16.0/20,16509,231,80,20260204,nl-ens
76.223.29.0,24,76.223.16.0/20,16509,242,80,20260204,nl-ens
76.223.30.0,24,76.223.16.0/20,16509,237,80,20260204,nl-ens
76.223.33.0,24,76.223.32.0/20,16509,233,80,20260204,nl-ens
76.223.36.0,24,76.223.32.0/20,16509,236,80,20260204,nl-ens
76.223.38.0,24,76.223.32.0/20,16509,242,80,20260204,nl-ens
76.223.40.0,24,76.223.32.0/20,16509,238,80,20260204,nl-ens
76.223.41.0,24,76.223.32.0/20,16509,236,80,20260204,nl-ens
76.223.42.0,24,76.223.32.0/20,16509,232,80,20260204,nl-ens
76.223.43.0,24,76.223.32.0/20,16509,233,80,20260204,nl-ens
76.223.46.0,24,76.223.32.0/20,16509,231,80,20260204,nl-ens
76.223.47.0,24,76.223.48.0/20,16509,235,80,20260204,nl-ens
76.223.50.0,24,76.223.48.0/20,16509,232,80,20260204,nl-ens
76.223.53.0,24,76.223.48.0/20,16509,240,80,20260204,nl-ens
76.223.54.0,24,76.223.48.0/20,16509,231,80,20260204,nl-ens
76.223.55.0,24,76.223.48.0/20,16509,234,80,20260204,nl-ens
76.223.56.0,24,76.223.48.0/20,16509,235,80,20260204,nl-ens
76.223.60.0,24,76.223.48.0/20,16509,234,80,20260204,nl-ens
76.223.61.0,24,76.223.48.0/20,16509,231,80,20260204,nl-ens
76.223.63.0,24,76.223.64.0/20,16509,231,80,20260204,nl-ens
76.223.64.0,24,76.223.64.0/20,16509,231,80,20260204,nl-ens
76.223.66.0,24,76.223.64.0/20,16509,241,80,20260204,nl-ens
76.223.67.0,24,76.223.64.0/20,16509,231,80,20260204,nl-ens
76.223.72.0,24,76.223.64.0/20,16509,234,80,20260204,nl-ens
76.223.74.0,24,76.223.64.0/20,16509,240,80,20260204,nl-ens
76.223.75.0,24,76.223.64.0/20,16509,231,80,20260204,nl-ens
76.223.76.0,24,76.223.64.0/20,16509,231,80,20260204,nl-ens
76.223.81.0,24,76.223.80.0/20,16509,235,80,20260204,nl-ens
76.223.86.0,24,76.223.80.0/20,16509,240,80,20260204,nl-ens
76.223.89.0,24,76.223.80.0/20,16509,236,80,20260204,nl-ens
76.223.90.0,24,76.223.80.0/20,16509,237,80,20260204,nl-ens
76.223.91.0,24,76.223.80.0/20,16509,234,80,20260204,nl-ens
76.223.93.0,24,76.223.80.0/20,16509,231,80,20260204,nl-ens
76.223.95.0,24,76.223.96.0/20,16509,256,80,20260204,nl-ens
76.223.96.0,24,76.223.96.0/20,16509,256,80,20260204,nl-ens
76.223.97.0,24,76.223.96.0/20,16509,256,80,20260204,nl-ens
76.223.98.0,24,76.223.96.0/20,16509,256,80,20260204,nl-ens
76.223.99.0,24,76.223.96.0/20,16509,256,80,20260204,nl-ens
76.223.100.0,24,76.223.96.0/20,16509,256,80,20260204,nl-ens
76.223.101.0,24,76.223.96.0/20,16509,256,80,20260204,nl-ens
76.223.102.0,24,76.223.96.0/20,16509,256,80,20260204,nl-ens
76.223.103.0,24,76.223.96.0/20,16509,256,80,20260204,nl-ens
76.223.106.0,24,76.223.96.0/20,16509,231,80,20260204,nl-ens
76.223.109.0,24,76.223.96.0/20,16509,231,80,20260204,nl-ens
76.223.111.0,24,76.223.112.0/20,16509,231,80,20260204,nl-ens
77.37.33.0,24,77.55.72.0/22,15967,256,80,20260204,nl-ens
77.55.72.0,24,77.55.72.0/22,15967,256,80,20260204,nl-ens
77.55.73.0,24,77.55.72.0/22,15967,256,80,20260204,nl-ens
77.55.74.0,24,77.55.72.0/22,15967,256,80,20260204,nl-ens
77.55.75.0,24,77.55.76.0/23,15967,256,80,20260204,nl-ens
77.55.76.0,24,77.55.76.0/23,15967,256,80,20260204,nl-ens
77.55.77.0,24,77.55.78.0/23,15967,256,80,20260204,nl-ens
77.55.78.0,24,77.55.78.0/23,15967,256,80,20260204,nl-ens
77.55.79.0,24,77.55.84.0/22,15967,256,80,20260204,nl-ens
77.55.84.0,24,77.55.84.0/22,15967,256,80,20260204,nl-ens
77.55.85.0,24,77.55.84.0/22,15967,256,80,20260204,nl-ens
77.55.86.0,24,77.55.84.0/22,15967,256,80,20260204,nl-ens
77.55.87.0,24,77.55.88.0/23,15967,256,80,20260204,nl-ens
77.55.88.0,24,77.55.88.0/23,15967,256,80,20260204,nl-ens
77.55.89.0,24,77.55.90.0/24,15967,256,80,20260204,nl-ens
77.55.90.0,24,77.55.91.0/24,15967,256,80,20260204,nl-ens
77.55.91.0,24,77.55.92.0/24,15967,256,80,20260204,nl-ens
77.55.92.0,24,77.55.93.0/24,15967,256,80,20260204,nl-ens
77.55.93.0,24,77.55.94.0/24,15967,256,80,20260204,nl-ens
77.55.94.0,24,77.55.95.0/24,15967,256,80,20260204,nl-ens
77.55.95.0,24,77.55.124.0/24,15967,256,80,20260204,nl-ens
77.55.128.0,24,77.55.128.0/20,15967,256,80,20260204,nl-ens
77.55.129.0,24,77.55.128.0/20,15967,256,80,20260204,nl-ens
77.55.130.0,24,77.55.128.0/20,15967,255,80,20260204,nl-ens
77.55.131.0,24,77.55.128.0/20,15967,255,80,20260204,nl-ens
77.55.132.0,24,77.55.128.0/20,15967,256,80,20260204,nl-ens
77.55.133.0,24,77.55.128.0/20,15967,256,80,20260204,nl-ens
77.55.134.0,24,77.55.128.0/20,15967,255,80,20260204,nl-ens
77.55.135.0,24,77.55.128.0/20,15967,255,80,20260204,nl-ens
77.55.136.0,24,77.55.128.0/20,15967,256,80,20260204,nl-ens
77.55.137.0,24,77.55.128.0/20,15967,255,80,20260204,nl-ens
77.55.138.0,24,77.55.128.0/20,15967,256,80,20260204,nl-ens
77.55.139.0,24,77.55.128.0/20,15967,255,80,20260204,nl-ens
77.55.140.0,24,77.55.128.0/20,15967,256,80,20260204,nl-ens
77.55.141.0,24,77.55.128.0/20,15967,255,80,20260204,nl-ens
77.55.142.0,24,77.55.128.0/20,15967,256,80,20260204,nl-ens
77.55.143.0,24,77.55.144.0/21,15967,256,80,20260204,nl-ens
77.55.144.0,24,77.55.144.0/21,15967,254,80,20260204,nl-ens
77.55.145.0,24,77.55.144.0/21,15967,255,80,20260204,nl-ens
77.55.146.0,24,77.55.144.0/21,15967,256,80,20260204,nl-ens
77.55.147.0,24,77.55.144.0/21,15967,256,80,20260204,nl-ens
77.55.148.0,24,77.55.144.0/21,15967,256,80,20260204,nl-ens
77.55.149.0,24,77.55.144.0/21,15967,256,80,20260204,nl-ens
77.55.150.0,24,77.55.144.0/21,15967,256,80,20260204,nl-ens
77.55.151.0,24,77.55.152.0/24,15967,256,80,20260204,nl-ens
77.55.152.0,24,77.55.153.0/24,15967,255,80,20260204,nl-ens
77.55.153.0,24,77.55.154.0/24,15967,256,80,20260204,nl-ens
77.55.154.0,24,77.55.156.0/23,15967,256,80,20260204,nl-ens
77.55.156.0,24,77.55.156.0/23,15967,256,80,20260204,nl-ens
77.55.157.0,24,77.55.158.0/23,15967,255,80,20260204,nl-ens
77.55.158.0,24,77.55.158.0/23,15967,256,80,20260204,nl-ens
77.55.159.0,24,77.55.160.0/23,15967,256,80,20260204,nl-ens
77.55.160.0,24,77.55.160.0/23,15967,256,80,20260204,nl-ens
77.55.161.0,24,77.55.162.0/23,15967,256,80,20260204,nl-ens
77.55.162.0,24,77.55.162.0/23,15967,256,80,20260204,nl-ens
77.55.163.0,24,77.55.164.0/23,15967,256,80,20260204,nl-ens
77.55.164.0,24,77.55.164.0/23,15967,255,80,20260204,nl-ens
77.55.165.0,24,77.55.166.0/24,15967,256,80,20260204,nl-ens
77.55.166.0,24,77.55.167.0/24,15967,256,80,20260204,nl-ens
77.55.167.0,24,77.55.170.0/23,15967,256,80,20260204,nl-ens
77.55.170.0,24,77.55.170.0/23,15967,256,80,20260204,nl-ens
77.55.171.0,24,77.55.172.0/23,15967,256,80,20260204,nl-ens
77.55.172.0,24,77.55.172.0/23,15967,256,80,20260204,nl-ens
77.55.173.0,24,77.55.174.0/23,15967,256,80,20260204,nl-ens
77.55.174.0,24,77.55.174.0/23,15967,256,80,20260204,nl-ens
77.55.175.0,24,77.55.176.0/24,15967,256,80,20260204,nl-ens
77.55.182.0,24,77.55.182.0/23,15967,256,80,20260204,nl-ens
77.55.183.0,24,77.67.0.0/17,3257,254,80,20260204,nl-ens
77.74.228.0,24,77.75.184.0/21,42973,256,80,20260204,nl-ens
77.75.199.0,24,77.83.140.0/22,40509,256,80,20260204,nl-ens
77.83.140.0,24,77.83.140.0/22,40509,256,80,20260204,nl-ens
77.83.141.0,24,77.83.140.0/22,40509,256,80,20260204,nl-ens
77.83.142.0,24,77.83.140.0/22,40509,256,80,20260204,nl-ens
77.83.143.0,24,77.83.253.0/24,398385,255,80,20260204,nl-ens
77.105.163.0,24,77.111.106.0/24,13335,256,80,20260204,nl-ens
77.111.106.0,24,77.232.140.0/24,209242,256,80,20260204,nl-ens
77.232.140.0,24,78.24.212.0/22,14537,256,80,20260204,nl-ens
78.128.122.0,24,78.155.198.0/24,51115,256,80,20260204,nl-ens
79.127.251.0,24,79.170.100.0/24,396982,254,80,20260204,nl-ens
79.170.100.0,24,79.170.144.0/23,201910,256,80,20260204,nl-ens
80.91.56.0,24,80.93.202.0/24,209242,256,80,20260204,nl-ens
80.93.202.0,24,80.95.144.0/20,34309,256,80,20260204,nl-ens
82.22.16.0,24,82.26.156.0/24,13335,256,80,20260204,nl-ens
82.26.156.0,24,82.27.191.0/24,149981,256,80,20260204,nl-ens
82.27.191.0,24,82.38.41.0/24,203253,254,80,20260204,nl-ens
82.139.216.0,24,82.139.216.0/23,13335,256,80,20260204,nl-ens
82.139.217.0,24,82.153.70.0/24,203758,256,80,20260204,nl-ens
84.32.84.0,24,84.53.139.0/24,21342,256,80,20260204,nl-ens
85.92.100.0,24,85.92.101.0/24,32708,255,80,20260204,nl-ens
85.92.101.0,24,85.92.102.0/24,32708,255,80,20260204,nl-ens
85.92.102.0,24,85.92.103.0/24,32708,255,80,20260204,nl-ens
85.92.103.0,24,85.128.136.0/22,15967,255,80,20260204,nl-ens
85.128.136.0,24,85.128.136.0/22,15967,256,80,20260204,nl-ens
85.128.137.0,24,85.128.136.0/22,15967,254,80,20260204,nl-ens
85.128.138.0,24,85.128.136.0/22,15967,256,80,20260204,nl-ens
85.128.139.0,24,85.128.140.0/23,15967,255,80,20260204,nl-ens
85.128.140.0,24,85.128.140.0/23,15967,255,80,20260204,nl-ens
85.128.141.0,24,85.128.144.0/20,15967,256,80,20260204,nl-ens
85.128.144.0,24,85.128.144.0/20,15967,255,80,20260204,nl-ens
85.128.145.0,24,85.128.144.0/20,15967,255,80,20260204,nl-ens
85.128.146.0,24,85.128.144.0/20,15967,256,80,20260204,nl-ens
85.128.147.0,24,85.128.144.0/20,15967,255,80,20260204,nl-ens
85.128.148.0,24,85.128.144.0/20,15967,256,80,20260204,nl-ens
85.128.149.0,24,85.128.144.0/20,15967,256,80,20260204,nl-ens
85.128.150.0,24,85.128.144.0/20,15967,256,80,20260204,nl-ens
85.128.151.0,24,85.128.144.0/20,15967,256,80,20260204,nl-ens
85.128.152.0,24,85.128.144.0/20,15967,255,80,20260204,nl-ens
85.128.153.0,24,85.128.144.0/20,15967,255,80,20260204,nl-ens
85.128.154.0,24,85.128.144.0/20,15967,256,80,20260204,nl-ens
85.128.155.0,24,85.128.144.0/20,15967,256,80,20260204,nl-ens
85.128.156.0,24,85.128.144.0/20,15967,256,80,20260204,nl-ens
85.128.157.0,24,85.128.144.0/20,15967,256,80,20260204,nl-ens
85.128.158.0,24,85.128.144.0/20,15967,256,80,20260204,nl-ens
85.128.159.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.160.0,24,85.128.160.0/19,15967,255,80,20260204,nl-ens
85.128.161.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.162.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.163.0,24,85.128.160.0/19,15967,255,80,20260204,nl-ens
85.128.164.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.165.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.166.0,24,85.128.160.0/19,15967,255,80,20260204,nl-ens
85.128.167.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.168.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.169.0,24,85.128.160.0/19,15967,255,80,20260204,nl-ens
85.128.170.0,24,85.128.160.0/19,15967,255,80,20260204,nl-ens
85.128.171.0,24,85.128.160.0/19,15967,254,80,20260204,nl-ens
85.128.172.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.173.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.174.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.175.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.176.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.177.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.178.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.179.0,24,85.128.160.0/19,15967,255,80,20260204,nl-ens
85.128.180.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.181.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.182.0,24,85.128.160.0/19,15967,255,80,20260204,nl-ens
85.128.183.0,24,85.128.160.0/19,15967,255,80,20260204,nl-ens
85.128.184.0,24,85.128.160.0/19,15967,255,80,20260204,nl-ens
85.128.185.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.186.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.187.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.188.0,24,85.128.160.0/19,15967,255,80,20260204,nl-ens
85.128.189.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.190.0,24,85.128.160.0/19,15967,256,80,20260204,nl-ens
85.128.191.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.192.0,24,85.128.192.0/18,15967,255,80,20260204,nl-ens
85.128.193.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.194.0,24,85.128.192.0/18,15967,254,80,20260204,nl-ens
85.128.195.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.196.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.197.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.198.0,24,85.128.192.0/18,15967,255,80,20260204,nl-ens
85.128.199.0,24,85.128.192.0/18,15967,254,80,20260204,nl-ens
85.128.200.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.201.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.202.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.203.0,24,85.128.192.0/18,15967,255,80,20260204,nl-ens
85.128.204.0,24,85.128.192.0/18,15967,255,80,20260204,nl-ens
85.128.205.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.206.0,24,85.128.192.0/18,15967,255,80,20260204,nl-ens
85.128.207.0,24,85.128.192.0/18,15967,255,80,20260204,nl-ens
85.128.208.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.209.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.210.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.211.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.212.0,24,85.128.192.0/18,15967,254,80,20260204,nl-ens
85.128.213.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.214.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.215.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.216.0,24,85.128.192.0/18,15967,255,80,20260204,nl-ens
85.128.217.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.218.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.219.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.220.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.221.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.222.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.223.0,24,85.128.192.0/18,15967,255,80,20260204,nl-ens
85.128.224.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.225.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.226.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.227.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.228.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.229.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.230.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.231.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.232.0,24,85.128.192.0/18,15967,255,80,20260204,nl-ens
85.128.233.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.234.0,24,85.128.192.0/18,15967,255,80,20260204,nl-ens
85.128.235.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.236.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.237.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.238.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.239.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.240.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.241.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.242.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.243.0,24,85.128.192.0/18,15967,255,80,20260204,nl-ens
85.128.244.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.245.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.246.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.247.0,24,85.128.192.0/18,15967,255,80,20260204,nl-ens
85.128.248.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.249.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.250.0,24,85.128.192.0/18,15967,255,80,20260204,nl-ens
85.128.251.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.252.0,24,85.128.192.0/18,15967,256,80,20260204,nl-ens
85.128.253.0,24,85.128.192.0/18,15967,254,80,20260204,nl-ens
85.128.254.0,24,85.128.192.0/18,15967,255,80,20260204,nl-ens
85.128.255.0,24,85.131.128.0/19,34309,255,80,20260204,nl-ens
86.38.214.0,24,86.38.251.0/24,13335,256,80,20260204,nl-ens
86.38.251.0,24,86.54.11.0/24,198121,256,80,20260204,nl-ens
87.229.48.0,24,87.245.224.0/19,9002,256,80,20260204,nl-ens
88.216.66.0,24,88.216.66.0/23,209242,256,80,20260204,nl-ens
88.216.67.0,24,88.216.69.0/24,13335,256,80,20260204,nl-ens
88.216.69.0,24,88.218.35.0/24,16509,256,80,20260204,nl-ens
88.221.162.0,24,88.221.163.0/24,21342,255,80,20260204,nl-ens
88.221.163.0,24,89.30.84.0/24,4455,255,80,20260204,nl-ens
89.47.56.0,24,89.47.56.0/23,209242,256,80,20260204,nl-ens
89.47.57.0,24,89.106.90.0/24,13335,256,80,20260204,nl-ens
89.106.90.0,24,89.106.200.0/24,209626,256,80,20260204,nl-ens
89.106.200.0,24,89.116.46.0/24,209242,255,80,20260204,nl-ens
89.116.46.0,24,89.116.161.0/24,209242,256,80,20260204,nl-ens
89.116.161.0,24,89.116.180.0/24,209242,256,80,20260204,nl-ens
89.116.180.0,24,89.116.250.0/24,209242,256,80,20260204,nl-ens
89.116.250.0,24,89.117.112.0/24,209242,256,80,20260204,nl-ens
89.117.112.0,24,89.125.125.0/24,206097,256,80,20260204,nl-ens
89.207.18.0,24,89.211.0.0/16,8781,256,80,20260204,nl-ens
89.249.200.0,24,89.255.222.0/24,59865,256,80,20260204,nl-ens
91.192.82.0,24,91.193.58.0/23,209242,256,80,20260204,nl-ens
91.193.58.0,24,91.193.58.0/23,209242,256,80,20260204,nl-ens
91.193.59.0,24,91.197.93.0/24,43534,256,80,20260204,nl-ens
91.199.81.0,24,91.199.212.0/24,48447,256,80,20260204,nl-ens
91.206.71.0,24,91.206.127.0/24,201706,256,80,20260204,nl-ens
91.206.127.0,24,91.206.163.0/24,199524,251,80,20260204,nl-ens
91.209.253.0,24,91.212.12.0/24,48447,256,80,20260204,nl-ens
91.233.216.0,24,91.233.217.0/24,57629,254,80,20260204,nl-ens
91.233.217.0,24,91.233.218.0/24,57629,250,80,20260204,nl-ens
91.233.218.0,24,91.235.140.0/24,44521,250,80,20260204,nl-ens
92.53.188.0,24,92.53.188.0/22,209242,256,80,20260204,nl-ens
92.53.189.0,24,92.53.188.0/22,209242,256,80,20260204,nl-ens
92.53.190.0,24,92.53.188.0/22,209242,256,80,20260204,nl-ens
92.53.191.0,24,92.60.74.0/24,209242,256,80,20260204,nl-ens
92.60.74.0,24,92.119.244.0/24,396982,256,80,20260204,nl-ens
92.243.74.0,24,92.243.75.0/24,209242,256,80,20260204,nl-ens
92.243.75.0,24,93.0.0.0/11,15557,256,80,20260204,nl-ens
93.114.64.0,24,93.114.64.0/23,209242,256,80,20260204,nl-ens
93.114.65.0,24,93.115.102.0/24,209242,256,80,20260204,nl-ens
93.115.102.0,24,93.158.128.0/18,13238,256,80,20260204,nl-ens
93.189.59.0,24,94.16.16.0/24,42388,256,80,20260204,nl-ens
94.140.0.0,24,94.140.14.0/24,212772,256,80,20260204,nl-ens
